firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,gameDate
Myles,Turner,1626167,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,31.08,13.0,2.0,5.0,2.0,10.0,4.0,0.4,6.0,4.0,0.667,2.0,1.0,0.5,5.0,2.0,7.0,3.0,0.0,12.0,2025-12-31
Bobby,Portis,1626171,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,20.13,13.0,3.0,1.0,0.0,11.0,4.0,0.364,6.0,3.0,0.5,2.0,2.0,1.0,4.0,1.0,5.0,2.0,0.0,-11.0,2025-12-31
Alex,Caruso,1627936,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,8.35,3.0,0.0,1.0,1.0,2.0,1.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2025-12-31
Kyle,Kuzma,1628398,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,21.02,5.0,2.0,0.0,0.0,3.0,2.0,0.667,0.0,0.0,0.0,2.0,1.0,0.5,3.0,2.0,5.0,1.0,3.0,-5.0,2025-12-31
Marvin,Bagley III,1628963,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,19.37,9.0,4.0,0.0,2.0,6.0,4.0,0.667,1.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,6.0,2025-12-31
Shai,Gilgeous-Alexander,1628983,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,28.35,30.0,6.0,0.0,4.0,15.0,11.0,0.733,2.0,1.0,0.5,7.0,7.0,1.0,2.0,0.0,2.0,3.0,0.0,22.0,2025-12-31
Gary,Trent Jr.,1629018,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,15.28,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,-12.0,2025-12-31
Kenrich,Williams,1629026,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,11.58,3.0,3.0,0.0,1.0,5.0,1.0,0.2,3.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,2.0,0.0,1.0,11.0,2025-12-31
Robert,Williams III,1629057,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,16.14,8.0,0.0,1.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,2.0,0.0,5.0,2025-12-31
Amir,Coffey,1629599,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Kevin,Porter Jr.,1629645,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,39.2,19.0,5.0,0.0,0.0,17.0,9.0,0.529,7.0,1.0,0.143,0.0,0.0,0.0,6.0,0.0,6.0,1.0,3.0,10.0,2025-12-31
Luguentz,Dort,1629652,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,24.46,12.0,1.0,1.0,1.0,10.0,4.0,0.4,10.0,4.0,0.4,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,11.0,2025-12-31
Matisse,Thybulle,1629680,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Deni,Avdija,1630166,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,31.56,17.0,7.0,1.0,2.0,14.0,5.0,0.357,4.0,1.0,0.25,7.0,6.0,0.857,7.0,0.0,7.0,1.0,7.0,-22.0,2025-12-31
Cole,Anthony,1630175,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Isaiah,Joe,1630198,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,19.25,15.0,1.0,0.0,0.0,10.0,5.0,0.5,10.0,5.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,7.0,2025-12-31
Anthony,Gill,1630264,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Sharife,Cooper,1630536,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Justin,Champagnie,1630551,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,32.33,12.0,2.0,2.0,2.0,9.0,5.0,0.556,3.0,1.0,0.333,2.0,1.0,0.5,6.0,3.0,9.0,1.0,0.0,4.0,2025-12-31
Jericho,Sims,1630579,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Aaron,Wiggins,1630598,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,21.59,2.0,2.0,0.0,2.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,2.0,0.5,0.0,0.0,0.0,0.0,1.0,18.0,2025-12-31
Chet,Holmgren,1631096,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,24.43,12.0,1.0,6.0,2.0,10.0,5.0,0.5,3.0,1.0,0.333,2.0,1.0,0.5,8.0,2.0,10.0,3.0,4.0,29.0,2025-12-31
Shaedon,Sharpe,1631101,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,28.27,14.0,1.0,0.0,3.0,17.0,5.0,0.294,2.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,4.0,2.0,3.0,-22.0,2025-12-31
Malaki,Branham,1631103,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Blake,Wesley,1631104,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Jalen,Williams,1631114,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,25.42,13.0,7.0,0.0,3.0,13.0,6.0,0.462,2.0,0.0,0.0,1.0,1.0,1.0,7.0,0.0,7.0,2.0,2.0,11.0,2025-12-31
Caleb,Love,1631126,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,30.08,10.0,4.0,0.0,3.0,12.0,4.0,0.333,7.0,2.0,0.286,0.0,0.0,0.0,5.0,0.0,5.0,3.0,3.0,-11.0,2025-12-31
Ryan,Rollins,1631157,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,39.17,16.0,7.0,0.0,0.0,13.0,5.0,0.385,7.0,4.0,0.571,2.0,2.0,1.0,6.0,1.0,7.0,2.0,3.0,3.0,2025-12-31
Kris,Murray,1631200,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,25.45,10.0,1.0,0.0,0.0,5.0,3.0,0.6,3.0,2.0,0.667,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,-4.0,2025-12-31
AJ,Green,1631260,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,33.53,9.0,2.0,0.0,0.0,8.0,3.0,0.375,8.0,3.0,0.375,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,12.0,2025-12-31
Sidy,Cissoko,1631321,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,27.11,19.0,2.0,1.0,0.0,10.0,7.0,0.7,7.0,5.0,0.714,0.0,0.0,0.0,0.0,1.0,1.0,3.0,3.0,-21.0,2025-12-31
Rayan,Rupert,1641712,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,12.07,2.0,1.0,0.0,0.0,6.0,1.0,0.167,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,0.0,-9.0,2025-12-31
Cason,Wallace,1641717,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,26.32,5.0,4.0,0.0,0.0,5.0,2.0,0.4,4.0,1.0,0.25,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,13.0,2025-12-31
Bilal,Coulibaly,1641731,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,25.04,10.0,2.0,0.0,2.0,8.0,2.0,0.25,4.0,1.0,0.25,8.0,5.0,0.625,4.0,1.0,5.0,5.0,1.0,4.0,2025-12-31
Toumani,Camara,1641739,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,33.3,6.0,4.0,0.0,0.0,7.0,2.0,0.286,6.0,2.0,0.333,2.0,0.0,0.0,5.0,2.0,7.0,3.0,5.0,-24.0,2025-12-31
Andre,Jackson Jr.,1641748,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Tristan,Vukcevic,1641774,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Duop,Reath,1641871,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,6.31,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-3.0,2025-12-31
Alex,Sarr,1642259,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,28.23,20.0,2.0,4.0,0.0,15.0,7.0,0.467,2.0,1.0,0.5,6.0,5.0,0.833,7.0,4.0,11.0,2.0,2.0,-5.0,2025-12-31
Bub,Carrington,1642267,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,23.43,20.0,5.0,1.0,0.0,14.0,7.0,0.5,11.0,6.0,0.545,1.0,0.0,0.0,4.0,1.0,5.0,2.0,2.0,6.0,2025-12-31
Donovan,Clingan,1642270,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,17.21,6.0,0.0,0.0,0.0,5.0,2.0,0.4,2.0,1.0,0.5,2.0,1.0,0.5,3.0,2.0,5.0,2.0,1.0,-29.0,2025-12-31
Ajay,Mitchell,1642349,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,23.1,17.0,3.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,5.0,1.0,6.0,1.0,2.0,16.0,2025-12-31
AJ,Johnson,1642358,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,15.38,8.0,2.0,0.0,1.0,5.0,3.0,0.6,3.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,2025-12-31
Jamir,Watkins,1642364,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Branden,Carlson,1642382,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,19.4,12.0,1.0,1.0,0.0,9.0,5.0,0.556,6.0,2.0,0.333,2.0,0.0,0.0,6.0,1.0,7.0,1.0,2.0,4.0,2025-12-31
Tre,Johnson,1642848,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,28.22,14.0,2.0,0.0,0.0,13.0,5.0,0.385,7.0,4.0,0.571,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,-5.0,2025-12-31
Will,Riley,1642860,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,11.4,3.0,2.0,0.0,1.0,3.0,1.0,0.333,2.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,2025-12-31
Hansen,Yang,1642905,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,10.5,3.0,0.0,0.0,0.0,4.0,1.0,0.25,2.0,1.0,0.5,0.0,0.0,0.0,4.0,1.0,5.0,1.0,0.0,-5.0,2025-12-31
Chris,Youngblood,1642959,22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,Portland,Trail Blazers,,,,,1,1,4.55,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,2025-12-31
Jrue,Holiday,201950,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Khris,Middleton,203114,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,22.38,0.0,6.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,5.0,0.0,-7.0,2025-12-31
CJ,McCollum,203468,22500469,2025-12-31 15:00:00,Washington,Wizards,Milwaukee,Bucks,,,,,1,0,32.22,18.0,4.0,0.0,0.0,15.0,7.0,0.467,6.0,3.0,0.5,2.0,1.0,0.5,3.0,1.0,4.0,0.0,1.0,-13.0,2025-12-31
Giannis,Antetokounmpo,203507,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,28.25,33.0,3.0,0.0,0.0,21.0,12.0,0.571,1.0,0.0,0.0,14.0,9.0,0.643,10.0,5.0,15.0,3.0,6.0,-4.0,2025-12-31
Thanasis,Antetokounmpo,203648,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Gary,Harris,203914,22500469,2025-12-31 15:00:00,Milwaukee,Bucks,Washington,Wizards,,,,,0,1,11.14,5.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-10.0,2025-12-31
Jerami,Grant,203924,22500470,2025-12-31 15:00:00,Portland,Trail Blazers,Oklahoma City,Thunder,,,,,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Brandon,Ingram,1627742,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,36.2,30.0,1.0,0.0,0.0,21.0,11.0,0.524,7.0,5.0,0.714,4.0,3.0,0.75,7.0,1.0,8.0,4.0,1.0,-4.0,2025-12-31
Jamal,Murray,1627750,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,37.34,21.0,6.0,1.0,1.0,18.0,6.0,0.333,5.0,2.0,0.4,7.0,7.0,1.0,6.0,1.0,7.0,0.0,2.0,8.0,2025-12-31
Mo,Bamba,1628964,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Bruce,Brown,1628971,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,25.26,8.0,2.0,0.0,0.0,5.0,3.0,0.6,1.0,0.0,0.0,4.0,2.0,0.5,5.0,2.0,7.0,3.0,2.0,4.0,2025-12-31
Jalen,Pickett,1629618,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,28.17,10.0,1.0,0.0,0.0,11.0,4.0,0.364,7.0,2.0,0.286,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,-9.0,2025-12-31
RJ,Barrett,1629628,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,24.26,17.0,3.0,0.0,0.0,13.0,7.0,0.538,4.0,1.0,0.25,3.0,2.0,0.667,4.0,2.0,6.0,1.0,2.0,9.0,2025-12-31
Zeke,Nnaji,1630192,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Immanuel,Quickley,1630193,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,34.18,22.0,4.0,0.0,1.0,16.0,5.0,0.313,11.0,4.0,0.364,10.0,8.0,0.8,3.0,0.0,3.0,5.0,0.0,1.0,2025-12-31
Ochai,Agbaji,1630534,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,11.06,2.0,1.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,-5.0,2025-12-31
Scottie,Barnes,1630567,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,33.1,20.0,10.0,1.0,1.0,14.0,7.0,0.5,4.0,2.0,0.5,4.0,4.0,1.0,11.0,3.0,14.0,4.0,0.0,6.0,2025-12-31
Sandro,Mamukelashvili,1630572,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,12.16,0.0,1.0,1.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,1.0,1.0,-12.0,2025-12-31
Julian,Strawther,1631124,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Peyton,Watson,1631212,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,35.59,24.0,0.0,0.0,2.0,19.0,9.0,0.474,6.0,1.0,0.167,7.0,5.0,0.714,7.0,1.0,8.0,2.0,1.0,6.0,2025-12-31
Gradey,Dick,1641711,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,11.48,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-7.0,2025-12-31
DaRon,Holmes II,1641747,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,21.39,11.0,1.0,1.0,0.0,5.0,4.0,0.8,3.0,2.0,0.667,2.0,1.0,0.5,3.0,0.0,3.0,1.0,1.0,-2.0,2025-12-31
Hunter,Tyson,1641816,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Ja'Kobe,Walter,1642266,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,23.13,2.0,0.0,0.0,0.0,6.0,1.0,0.167,5.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,-14.0,2025-12-31
Jamal,Shead,1642347,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,21.1,2.0,5.0,0.0,1.0,8.0,1.0,0.125,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-6.0,2025-12-31
Jonathan,Mogbo,1642367,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Jamison,Battle,1642419,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,6.15,2.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,2025-12-31
Spencer,Jones,1642461,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,37.48,6.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,6.0,1.0,4.0,3.0,7.0,5.0,2.0,-1.0,2025-12-31
Collin,Murray-Boyles,1642867,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,25.58,6.0,2.0,2.0,2.0,11.0,3.0,0.273,4.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,5.0,1.0,12.0,2025-12-31
Curtis,Jones,1642938,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Garrett,Temple,202066,22500468,2025-12-31 14:30:00,Toronto,Raptors,Denver,Nuggets,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
Jonas,Valanciunas,202685,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,23.08,17.0,4.0,3.0,1.0,6.0,5.0,0.833,0.0,0.0,0.0,8.0,7.0,0.875,8.0,1.0,9.0,2.0,1.0,2.0,2025-12-31
Tim,Hardaway Jr.,203501,22500468,2025-12-31 14:30:00,Denver,Nuggets,Toronto,Raptors,,,,,1,0,30.09,9.0,1.0,0.0,0.0,13.0,3.0,0.231,9.0,3.0,0.333,0.0,0.0,0.0,5.0,0.0,5.0,3.0,1.0,7.0,2025-12-31
Karl-Anthony,Towns,1626157,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,33.28,20.0,4.0,0.0,1.0,10.0,5.0,0.5,5.0,2.0,0.4,8.0,8.0,1.0,6.0,1.0,7.0,6.0,3.0,-15.0,2025-12-31
Kevon,Looney,1626172,22500466,2025-12-31 14:00:00,New Orleans,Pelicans,Chicago,Bulls,,,,,0,0,17.56,2.0,3.0,0.0,0.0,5.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,10.0,2.0,0.0,-5.0,2025-12-31
Guerschon,Yabusele,1627824,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,9.05,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,15.0,2025-12-31
De'Aaron,Fox,1628368,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,37.41,26.0,7.0,0.0,3.0,21.0,11.0,0.524,8.0,1.0,0.125,4.0,3.0,0.75,1.0,0.0,1.0,1.0,0.0,7.0,2025-12-31
Zach,Collins,1628380,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-12-31
OG,Anunoby,1628384,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,34.08,9.0,2.0,1.0,2.0,10.0,3.0,0.3,5.0,0.0,0.0,4.0,3.0,0.75,5.0,0.0,5.0,4.0,2.0,-25.0,2025-12-31
Luke,Kornet,1628436,22500467,2025-12-31 14:00:00,San Antonio,Spurs,New York,Knicks,,,,,1,1,24.09,7.0,4.0,1.0,0.0,4.0,3.0,0.75,0.0,0.0,0.0,2.0,1.0,0.5,6.0,3.0,9.0,0.0,0.0,-14.0,2025-12-31
Mikal,Bridges,1628969,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,34.36,13.0,3.0,0.0,1.0,9.0,5.0,0.556,7.0,3.0,0.429,0.0,0.0,0.0,3.0,2.0,5.0,2.0,1.0,-16.0,2025-12-31
Jalen,Brunson,1628973,22500467,2025-12-31 14:00:00,New York,Knicks,San Antonio,Spurs,,,,,0,0,35.39,29.0,8.0,0.0,2.0,24.0,10.0,0.417,12.0,5.0,0.417,5.0,4.0,0.8,2.0,2.0,4.0,3.0,1.0,-1.0,2025-12-31
Jevon,Carter,1628975,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,6.06,3.0,0.0,0.0,0.0,3.0,1.0,0.333,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0,2025-12-31
Kevin,Huerter,1628989,22500466,2025-12-31 14:00:00,Chicago,Bulls,New Orleans,Pelicans,,,,,1,1,29.26,13.0,1.0,2.0,1.0,9.0,4.0,0.444,5.0,2.0,0.4,5.0,3.0,0.6,6.0,0.0,6.0,3.0,1.0,12.0,2025-12-31
