firstName,lastName,personId,gameId,gameDateTimeEst,playerteamCity,playerteamName,opponentteamCity,opponentteamName,gameType,gameLabel,gameSubLabel,seriesGameNumber,win,home,numMinutes,points,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,gameDate
Chris,Boucher,1628449,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Wendell,Carter Jr.,1628976,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,15.12,8.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,6.0,2.0,2.0,2025-10-29
Anfernee,Simons,1629014,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,26.22,14.0,2.0,0.0,0.0,9.0,4.0,0.444,6.0,4.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2025-10-29
Goga,Bitadze,1629048,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,26.31,10.0,2.0,1.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,4.0,0.0,-12.0,2025-10-29
Duncan,Robinson,1629130,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,29.21,15.0,2.0,1.0,0.0,7.0,4.0,0.571,6.0,4.0,0.667,4.0,3.0,0.75,4.0,1.0,5.0,4.0,1.0,22.0,2025-10-29
De'Andre,Hunter,1629631,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,30.14,18.0,2.0,0.0,0.0,17.0,5.0,0.294,12.0,3.0,0.25,5.0,5.0,1.0,5.0,1.0,6.0,1.0,1.0,-25.0,2025-10-29
Neemias,Queta,1629674,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,25.39,10.0,3.0,0.0,3.0,5.0,3.0,0.6,1.0,0.0,0.0,6.0,4.0,0.667,8.0,5.0,13.0,1.0,1.0,25.0,2025-10-29
Dean,Wade,1629731,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,17.36,6.0,0.0,0.0,0.0,5.0,2.0,0.4,5.0,2.0,0.4,0.0,0.0,0.0,3.0,0.0,3.0,2.0,0.0,-5.0,2025-10-29
Javonte,Green,1629750,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,17.29,9.0,1.0,0.0,1.0,5.0,3.0,0.6,4.0,3.0,0.75,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,10.0,2025-10-29
Isaiah,Stewart,1630191,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,17.55,9.0,1.0,2.0,0.0,5.0,4.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,4.0,6.0,1.0,9.0,2025-10-29
Paul,Reed,1630194,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,2.42,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2025-10-29
Payton,Pritchard,1630202,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,31.43,10.0,10.0,0.0,2.0,13.0,4.0,0.308,8.0,1.0,0.125,2.0,1.0,0.5,3.0,0.0,3.0,2.0,1.0,18.0,2025-10-29
Xavier,Tillman,1630214,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,2025-10-29
Desmond,Bane,1630217,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,30.47,12.0,2.0,0.0,0.0,15.0,4.0,0.267,4.0,1.0,0.25,3.0,3.0,1.0,3.0,2.0,5.0,2.0,1.0,-21.0,2025-10-29
Franz,Wagner,1630532,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,33.24,22.0,2.0,1.0,0.0,14.0,6.0,0.429,4.0,3.0,0.75,11.0,7.0,0.636,6.0,1.0,7.0,2.0,1.0,-15.0,2025-10-29
Luka,Garza,1630568,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,16.2,10.0,2.0,1.0,1.0,6.0,3.0,0.5,2.0,0.0,0.0,4.0,4.0,1.0,0.0,5.0,5.0,3.0,0.0,-1.0,2025-10-29
Sam,Hauser,1630573,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,21.12,21.0,1.0,0.0,0.0,13.0,7.0,0.538,13.0,7.0,0.538,0.0,0.0,0.0,2.0,1.0,3.0,2.0,0.0,4.0,2025-10-29
Jalen,Suggs,1630591,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,20.41,8.0,5.0,1.0,2.0,4.0,1.0,0.25,3.0,1.0,0.333,5.0,5.0,1.0,2.0,0.0,2.0,3.0,2.0,10.0,2025-10-29
Cade,Cunningham,1630595,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,35.45,30.0,10.0,3.0,3.0,24.0,12.0,0.5,7.0,1.0,0.143,5.0,5.0,1.0,5.0,1.0,6.0,2.0,0.0,27.0,2025-10-29
Evan,Mobley,1630596,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,34.06,19.0,4.0,2.0,1.0,19.0,7.0,0.368,8.0,2.0,0.25,5.0,3.0,0.6,7.0,4.0,11.0,1.0,3.0,-22.0,2025-10-29
Paolo,Banchero,1631094,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,34.33,24.0,7.0,1.0,1.0,16.0,7.0,0.438,3.0,0.0,0.0,17.0,10.0,0.588,7.0,4.0,11.0,3.0,4.0,-10.0,2025-10-29
Jalen,Duren,1631105,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,32.41,21.0,2.0,1.0,0.0,9.0,5.0,0.556,0.0,0.0,0.0,12.0,11.0,0.917,7.0,6.0,13.0,3.0,5.0,18.0,2025-10-29
Josh,Minott,1631169,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,32.55,11.0,2.0,1.0,3.0,9.0,4.0,0.444,6.0,2.0,0.333,2.0,1.0,0.5,10.0,5.0,15.0,4.0,2.0,8.0,2025-10-29
Luke,Travers,1631247,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,2.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,2025-10-29
Baylor,Scheierman,1631248,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,10.14,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,5.0,2025-10-29
Ausar,Thompson,1641709,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,29.1,12.0,6.0,1.0,1.0,14.0,4.0,0.286,3.0,1.0,0.333,4.0,3.0,0.75,6.0,5.0,11.0,4.0,1.0,2.0,2025-10-29
Anthony,Black,1641710,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,24.01,10.0,1.0,0.0,1.0,10.0,3.0,0.3,6.0,1.0,0.167,4.0,3.0,0.75,3.0,1.0,4.0,2.0,2.0,-28.0,2025-10-29
Jett,Howard,1641724,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,3.41,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-1.0,2025-10-29
Bobi,Klintman,1641752,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Jordan,Walsh,1641775,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2025-10-29
Tristan,da Silva,1641783,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,20.38,15.0,0.0,0.0,1.0,9.0,6.0,0.667,6.0,3.0,0.5,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,-3.0,2025-10-29
Ronald,Holland II,1641842,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,22.58,10.0,1.0,0.0,3.0,8.0,4.0,0.5,5.0,2.0,0.4,0.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,2025-10-29
Craig,Porter Jr.,1641854,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,22.15,7.0,4.0,0.0,0.0,4.0,2.0,0.5,3.0,2.0,0.667,2.0,1.0,0.5,0.0,2.0,2.0,1.0,1.0,-3.0,2025-10-29
Jaylon,Tyson,1642281,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,26.31,19.0,1.0,0.0,3.0,11.0,8.0,0.727,5.0,2.0,0.4,2.0,1.0,0.5,3.0,2.0,5.0,6.0,3.0,-10.0,2025-10-29
Chaz,Lanier,1642404,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,2.42,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2025-10-29
Daniss,Jenkins,1642450,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,3.19,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2025-10-29
Jase,Richardson,1642859,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,3.41,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2025-10-29
Hugo,Gonzalez,1642864,22500128,2025-10-29 19:00:00,Boston,Celtics,Cleveland,Cavaliers,,,,,1,1,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,2025-10-29
Noah,Penda,1642869,22500129,2025-10-29 19:00:00,Orlando,Magic,Detroit,Pistons,,,,,0,0,11.45,4.0,0.0,0.0,0.0,3.0,2.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,2025-10-29
Tyrese,Proctor,1642878,22500128,2025-10-29 19:00:00,Cleveland,Cavaliers,Boston,Celtics,,,,,0,0,8.33,2.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.0,2025-10-29
Tobias,Harris,202699,22500129,2025-10-29 19:00:00,Detroit,Pistons,Orlando,Magic,,,,,1,1,30.23,23.0,3.0,0.0,2.0,13.0,8.0,0.615,4.0,1.0,0.25,6.0,6.0,1.0,2.0,0.0,2.0,2.0,3.0,8.0,2025-10-29
Brandon,Ingram,1627742,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,33.26,29.0,4.0,1.0,1.0,16.0,11.0,0.688,7.0,5.0,0.714,2.0,2.0,1.0,2.0,0.0,2.0,4.0,4.0,-17.0,2025-10-29
Aaron,Holiday,1628988,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Josh,Okogie,1629006,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,23.29,10.0,2.0,0.0,0.0,5.0,4.0,0.8,3.0,2.0,0.667,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,6.0,2025-10-29
RJ,Barrett,1629628,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,32.49,10.0,4.0,0.0,2.0,11.0,4.0,0.364,5.0,2.0,0.4,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,-24.0,2025-10-29
Immanuel,Quickley,1630193,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,30.36,15.0,7.0,0.0,0.0,11.0,5.0,0.455,7.0,4.0,0.571,2.0,1.0,0.5,3.0,0.0,3.0,2.0,3.0,-13.0,2025-10-29
Jae'Sean,Tate,1630256,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Ochai,Agbaji,1630534,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,6.47,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,-9.0,2025-10-29
Scottie,Barnes,1630567,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,32.5,31.0,2.0,1.0,2.0,18.0,11.0,0.611,7.0,4.0,0.571,6.0,5.0,0.833,4.0,1.0,5.0,4.0,0.0,-12.0,2025-10-29
Sandro,Mamukelashvili,1630572,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,16.19,10.0,2.0,0.0,0.0,6.0,4.0,0.667,2.0,1.0,0.5,2.0,1.0,0.5,1.0,0.0,1.0,3.0,0.0,-3.0,2025-10-29
Alperen,Sengun,1630578,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,35.07,18.0,9.0,2.0,2.0,8.0,6.0,0.75,2.0,1.0,0.5,8.0,5.0,0.625,7.0,1.0,8.0,1.0,2.0,24.0,2025-10-29
Jabari,Smith Jr.,1631095,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,37.49,25.0,5.0,1.0,2.0,16.0,8.0,0.5,9.0,4.0,0.444,6.0,5.0,0.833,4.0,1.0,5.0,1.0,0.0,14.0,2025-10-29
Tari,Eason,1631106,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,22.53,14.0,4.0,0.0,2.0,11.0,6.0,0.545,3.0,2.0,0.667,0.0,0.0,0.0,4.0,1.0,5.0,2.0,5.0,4.0,2025-10-29
JD,Davison,1631120,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Amen,Thompson,1641708,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,40.02,18.0,7.0,0.0,2.0,13.0,7.0,0.538,1.0,0.0,0.0,5.0,4.0,0.8,6.0,3.0,9.0,3.0,4.0,17.0,2025-10-29
Gradey,Dick,1641711,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,19.47,4.0,0.0,0.0,0.0,6.0,1.0,0.167,3.0,0.0,0.0,3.0,2.0,0.667,2.0,1.0,3.0,0.0,0.0,2.0,2025-10-29
Reed,Sheppard,1642263,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,18.05,7.0,1.0,1.0,0.0,7.0,2.0,0.286,4.0,0.0,0.0,3.0,3.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,2025-10-29
Ja'Kobe,Walter,1642266,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,16.07,2.0,3.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,2025-10-29
Jamal,Shead,1642347,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,18.38,6.0,4.0,0.0,0.0,6.0,2.0,0.333,2.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,-7.0,2025-10-29
Jonathan,Mogbo,1642367,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,7.26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2025-10-29
Jamison,Battle,1642419,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Collin,Murray-Boyles,1642867,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,25.15,13.0,2.0,0.0,0.0,8.0,5.0,0.625,4.0,3.0,0.75,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,-14.0,2025-10-29
Kevin,Durant,201142,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,36.45,31.0,1.0,3.0,0.0,19.0,11.0,0.579,8.0,4.0,0.5,8.0,5.0,0.625,5.0,0.0,5.0,2.0,2.0,20.0,2025-10-29
Jeff,Green,201145,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Garrett,Temple,202066,22500131,2025-10-29 18:30:00,Toronto,Raptors,Houston,Rockets,,,,,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025-10-29
Steven,Adams,203500,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,19.42,12.0,2.0,1.0,1.0,6.0,5.0,0.833,0.0,0.0,0.0,2.0,2.0,1.0,4.0,8.0,12.0,3.0,1.0,14.0,2025-10-29
Clint,Capela,203991,22500131,2025-10-29 18:30:00,Houston,Rockets,Toronto,Raptors,,,,,1,0,6.08,4.0,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,-9.0,2025-10-29
Chris,Paul,101108,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,13.53,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,-11.0,2025-10-28
Kris,Dunn,1627739,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,25.5,5.0,0.0,0.0,0.0,6.0,2.0,0.333,2.0,1.0,0.5,0.0,0.0,0.0,1.0,3.0,4.0,2.0,2.0,-12.0,2025-10-28
Buddy,Hield,1627741,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,10.14,2.0,0.0,0.0,0.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,7.0,2025-10-28
Gary,Payton II,1627780,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,5.22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-17.0,2025-10-28
Ivica,Zubac,1627826,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,24.08,14.0,1.0,1.0,0.0,12.0,7.0,0.583,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,12.0,0.0,3.0,-14.0,2025-10-28
Derrick,Jones Jr.,1627884,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,23.17,3.0,1.0,0.0,0.0,6.0,1.0,0.167,6.0,1.0,0.167,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,-19.0,2025-10-28
John,Collins,1628381,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,23.14,5.0,0.0,1.0,1.0,6.0,2.0,0.333,2.0,0.0,0.0,2.0,1.0,0.5,5.0,2.0,7.0,0.0,2.0,-11.0,2025-10-28
Jonathan,Kuminga,1630228,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,26.07,9.0,1.0,0.0,1.0,11.0,4.0,0.364,2.0,1.0,0.5,1.0,0.0,0.0,4.0,1.0,5.0,3.0,2.0,9.0,2025-10-28
Pat,Spencer,1630311,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,2.53,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2025-10-28
Moses,Moody,1630541,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,21.52,9.0,2.0,0.0,1.0,9.0,3.0,0.333,7.0,3.0,0.429,0.0,0.0,0.0,3.0,0.0,3.0,2.0,2.0,18.0,2025-10-28
Gui,Santos,1630611,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,4.37,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-4.0,2025-10-28
Trayce,Jackson-Davis,1631218,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,2025-10-28
Kobe,Brown,1641738,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,5.38,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2025-10-28
Brandin,Podziemski,1641764,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,26.35,12.0,4.0,1.0,1.0,10.0,5.0,0.5,6.0,2.0,0.333,0.0,0.0,0.0,5.0,0.0,5.0,0.0,1.0,10.0,2025-10-28
Cam,Christie,1642353,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,5.38,4.0,0.0,0.0,0.0,2.0,1.0,0.5,2.0,1.0,0.5,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,2025-10-28
Quinten,Post,1642366,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,24.34,12.0,0.0,1.0,1.0,9.0,4.0,0.444,7.0,4.0,0.571,0.0,0.0,0.0,7.0,1.0,8.0,1.0,2.0,34.0,2025-10-28
Yanic Konan,Niederhauser,1642949,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,4.37,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,2025-10-28
Will,Richard,1642954,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,6.2,5.0,0.0,0.0,1.0,3.0,2.0,0.667,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,-9.0,2025-10-28
Jahmyl,Telfort,1643141,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,2.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2025-10-28
Al,Horford,201143,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,20.3,2.0,0.0,0.0,1.0,5.0,1.0,0.2,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,1.0,-12.0,2025-10-28
Brook,Lopez,201572,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,19.05,3.0,1.0,0.0,0.0,6.0,1.0,0.167,4.0,0.0,0.0,2.0,1.0,0.5,2.0,0.0,2.0,0.0,0.0,-6.0,2025-10-28
Nicolas,Batum,201587,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,19.46,3.0,1.0,0.0,0.0,4.0,1.0,0.25,4.0,1.0,0.25,0.0,0.0,0.0,4.0,2.0,6.0,0.0,0.0,4.0,2025-10-28
James,Harden,201935,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,31.56,20.0,1.0,0.0,2.0,15.0,6.0,0.4,5.0,1.0,0.2,7.0,7.0,1.0,4.0,0.0,4.0,1.0,3.0,-3.0,2025-10-28
Stephen,Curry,201939,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,25.32,19.0,8.0,0.0,2.0,15.0,7.0,0.467,8.0,2.0,0.25,3.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,16.0,2025-10-28
Kawhi,Leonard,202695,22500127,2025-10-28 23:00:00,LA,Clippers,Golden State,Warriors,,,,,0,0,30.43,18.0,1.0,0.0,1.0,17.0,7.0,0.412,4.0,1.0,0.25,3.0,3.0,1.0,5.0,1.0,6.0,0.0,1.0,-29.0,2025-10-28
Jimmy,Butler III,202710,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,31.53,21.0,5.0,0.0,0.0,12.0,9.0,0.75,4.0,3.0,0.75,0.0,0.0,0.0,3.0,2.0,5.0,0.0,1.0,20.0,2025-10-28
Draymond,Green,203110,22500127,2025-10-28 23:00:00,Golden State,Warriors,LA,Clippers,,,,,1,1,30.39,7.0,4.0,0.0,3.0,7.0,3.0,0.429,3.0,1.0,0.333,0.0,0.0,0.0,5.0,2.0,7.0,3.0,0.0,29.0,2025-10-28
