gameId,gameDateTimeEst,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId,gameDate
22500347,2025-12-05 15:00:00,LA,Clippers,1610612746,Memphis,Grizzlies,1610612763,0,0.0,98,107,22.0,2.0,11.0,80.0,35.0,0.438,44.0,14.0,0.318,17.0,14.0,0.824,32.0,5.0,37.0,18.0,16.0,-9.0,240.0,33.0,25.0,23.0,17.0,30.0,7.0,7.0,10.0,13.0,23.0,36.0,9.0,9.0,1.0,6.0,17.0,,2025-12-05
22500348,2025-12-05 15:00:00,Milwaukee,Bucks,1610612749,Philadelphia,76ers,1610612755,1,0.0,101,116,26.0,3.0,8.0,76.0,35.0,0.461,32.0,11.0,0.344,27.0,20.0,0.741,30.0,7.0,37.0,21.0,16.0,-15.0,240.0,20.0,29.0,28.0,24.0,44.0,2.0,8.0,2.0,8.0,17.0,38.0,5.0,3.0,1.0,10.0,14.0,,2025-12-05
22500345,2025-12-05 15:00:00,Indiana,Pacers,1610612754,Chicago,Bulls,1610612741,0,1.0,120,105,24.0,8.0,13.0,84.0,45.0,0.536,39.0,18.0,0.462,16.0,12.0,0.75,29.0,6.0,35.0,21.0,13.0,15.0,240.0,30.0,32.0,30.0,28.0,27.0,19.0,13.0,3.0,15.0,22.0,44.0,7.0,4.0,0.0,5.0,18.0,,2025-12-05
22500348,2025-12-05 15:00:00,Philadelphia,76ers,1610612755,Milwaukee,Bucks,1610612749,0,1.0,116,101,25.0,1.0,12.0,86.0,39.0,0.453,43.0,17.0,0.395,22.0,21.0,0.955,31.0,11.0,42.0,24.0,12.0,15.0,240.0,33.0,36.0,24.0,23.0,61.0,26.0,9.0,2.0,6.0,21.0,36.0,12.0,3.0,1.0,13.0,9.0,,2025-12-05
22500346,2025-12-05 15:00:00,Phoenix,Suns,1610612756,Houston,Rockets,1610612745,0,0.0,98,117,14.0,2.0,12.0,100.0,39.0,0.39,36.0,5.0,0.139,19.0,15.0,0.789,19.0,15.0,34.0,22.0,13.0,-19.0,240.0,31.0,27.0,14.0,26.0,43.0,9.0,8.0,3.0,8.0,27.0,58.0,29.0,7.0,1.0,13.0,10.0,,2025-12-05
22500347,2025-12-05 15:00:00,Memphis,Grizzlies,1610612763,LA,Clippers,1610612746,1,1.0,107,98,28.0,4.0,9.0,78.0,42.0,0.538,28.0,10.0,0.357,18.0,13.0,0.722,38.0,4.0,42.0,18.0,15.0,9.0,240.0,30.0,24.0,30.0,23.0,41.0,9.0,9.0,10.0,16.0,21.0,60.0,3.0,9.0,1.0,10.0,13.0,,2025-12-05
22500340,2025-12-05 14:30:00,Atlanta,Hawks,1610612737,Denver,Nuggets,1610612743,1,0.0,133,134,35.0,2.0,8.0,95.0,49.0,0.516,46.0,20.0,0.435,16.0,15.0,0.938,34.0,11.0,45.0,25.0,12.0,-1.0,240.0,41.0,32.0,30.0,30.0,45.0,23.0,8.0,3.0,18.0,10.0,44.0,15.0,1.0,0.0,13.0,11.0,,2025-12-05
22500341,2025-12-05 14:30:00,Cleveland,Cavaliers,1610612739,San Antonio,Spurs,1610612759,1,1.0,130,117,32.0,4.0,10.0,86.0,50.0,0.581,26.0,8.0,0.308,29.0,22.0,0.759,39.0,9.0,48.0,22.0,14.0,13.0,240.0,30.0,34.0,44.0,22.0,37.0,20.0,14.0,7.0,24.0,19.0,80.0,16.0,4.0,1.0,14.0,10.0,,2025-12-05
22500340,2025-12-05 14:30:00,Denver,Nuggets,1610612743,Atlanta,Hawks,1610612737,0,1.0,134,133,28.0,6.0,9.0,89.0,47.0,0.528,37.0,16.0,0.432,30.0,24.0,0.8,33.0,9.0,42.0,15.0,12.0,1.0,240.0,23.0,31.0,40.0,40.0,40.0,11.0,20.0,3.0,26.0,22.0,54.0,16.0,1.0,0.0,16.0,6.0,,2025-12-05
22500343,2025-12-05 14:30:00,New York,Knicks,1610612752,Utah,Jazz,1610612762,1,1.0,146,112,30.0,2.0,9.0,91.0,51.0,0.56,42.0,21.0,0.5,26.0,23.0,0.885,36.0,10.0,46.0,22.0,12.0,34.0,240.0,41.0,27.0,47.0,31.0,66.0,41.0,23.0,0.0,11.0,9.0,54.0,19.0,0.0,1.0,15.0,7.0,,2025-12-05
22500342,2025-12-05 14:30:00,Portland,Trail Blazers,1610612757,Detroit,Pistons,1610612765,0,0.0,116,122,22.0,8.0,6.0,85.0,36.0,0.424,37.0,12.0,0.324,35.0,32.0,0.914,30.0,18.0,48.0,35.0,17.0,-6.0,240.0,28.0,30.0,27.0,31.0,35.0,7.0,11.0,10.0,13.0,22.0,46.0,18.0,10.0,0.0,9.0,14.0,,2025-12-05
22500341,2025-12-05 14:30:00,San Antonio,Spurs,1610612759,Cleveland,Cavaliers,1610612739,0,0.0,117,130,28.0,3.0,9.0,93.0,42.0,0.452,43.0,15.0,0.349,26.0,18.0,0.692,27.0,11.0,38.0,22.0,14.0,-13.0,240.0,35.0,37.0,19.0,26.0,42.0,10.0,6.0,7.0,6.0,11.0,44.0,18.0,4.0,1.0,15.0,7.0,,2025-12-05
22500344,2025-12-05 14:30:00,Toronto,Raptors,1610612761,Charlotte,Hornets,1610612766,1,0.0,86,111,19.0,4.0,12.0,92.0,34.0,0.37,29.0,9.0,0.31,13.0,9.0,0.692,29.0,12.0,41.0,25.0,19.0,-25.0,240.0,24.0,18.0,28.0,16.0,28.0,11.0,9.0,5.0,20.0,23.0,50.0,6.0,2.0,1.0,15.0,9.0,,2025-12-05
22500343,2025-12-05 14:30:00,Utah,Jazz,1610612762,New York,Knicks,1610612752,0,0.0,112,146,23.0,1.0,8.0,87.0,35.0,0.402,42.0,15.0,0.357,35.0,27.0,0.771,27.0,10.0,37.0,18.0,12.0,-34.0,240.0,13.0,34.0,30.0,35.0,56.0,0.0,8.0,0.0,12.0,20.0,36.0,14.0,0.0,1.0,8.0,14.0,,2025-12-05
22500342,2025-12-05 14:30:00,Detroit,Pistons,1610612765,Portland,Trail Blazers,1610612757,1,1.0,122,116,24.0,7.0,8.0,82.0,38.0,0.463,24.0,10.0,0.417,48.0,36.0,0.75,24.0,13.0,37.0,29.0,13.0,6.0,240.0,30.0,35.0,19.0,38.0,36.0,13.0,10.0,10.0,11.0,21.0,54.0,17.0,10.0,1.0,18.0,5.0,,2025-12-05
22500344,2025-12-05 14:30:00,Charlotte,Hornets,1610612766,Toronto,Raptors,1610612761,0,1.0,111,86,26.0,6.0,14.0,74.0,37.0,0.5,36.0,13.0,0.361,33.0,24.0,0.727,41.0,6.0,47.0,20.0,24.0,25.0,240.0,18.0,35.0,25.0,33.0,40.0,29.0,17.0,5.0,16.0,29.0,46.0,13.0,2.0,1.0,7.0,16.0,,2025-12-05
22500338,2025-12-05 14:00:00,Boston,Celtics,1610612738,Los Angeles,Lakers,1610612747,1,1.0,126,105,31.0,5.0,9.0,84.0,46.0,0.548,45.0,24.0,0.533,12.0,10.0,0.833,30.0,8.0,38.0,20.0,14.0,21.0,240.0,39.0,30.0,28.0,29.0,35.0,29.0,10.0,0.0,20.0,14.0,38.0,9.0,1.0,1.0,14.0,9.0,,2025-12-05
22500338,2025-12-05 14:00:00,Los Angeles,Lakers,1610612747,Boston,Celtics,1610612738,0,0.0,105,126,15.0,2.0,8.0,77.0,33.0,0.429,35.0,14.0,0.4,29.0,25.0,0.862,25.0,10.0,35.0,14.0,14.0,-21.0,240.0,17.0,29.0,36.0,23.0,26.0,0.0,9.0,0.0,8.0,12.0,34.0,11.0,1.0,1.0,16.0,6.0,,2025-12-05
22500339,2025-12-05 14:00:00,Miami,Heat,1610612748,Orlando,Magic,1610612753,0,0.0,105,106,23.0,8.0,4.0,80.0,40.0,0.5,19.0,7.0,0.368,27.0,18.0,0.667,40.0,4.0,44.0,18.0,15.0,-1.0,240.0,28.0,32.0,19.0,26.0,26.0,9.0,10.0,10.0,8.0,10.0,52.0,3.0,9.0,0.0,14.0,9.0,,2025-12-05
22500339,2025-12-05 14:00:00,Orlando,Magic,1610612753,Miami,Heat,1610612748,1,1.0,106,105,24.0,3.0,5.0,92.0,38.0,0.413,34.0,12.0,0.353,24.0,18.0,0.75,35.0,7.0,42.0,19.0,10.0,1.0,240.0,30.0,27.0,30.0,19.0,31.0,10.0,7.0,10.0,8.0,19.0,48.0,12.0,9.0,1.0,14.0,9.0,,2025-12-05
22500337,2025-12-04 15:00:00,New Orleans,Pelicans,1610612740,Minnesota,Timberwolves,1610612750,1,0.0,116,125,29.0,3.0,11.0,95.0,43.0,0.453,25.0,7.0,0.28,26.0,23.0,0.885,35.0,8.0,43.0,22.0,12.0,-9.0,240.0,30.0,32.0,28.0,26.0,28.0,5.0,10.0,18.0,16.0,23.0,68.0,8.0,13.0,1.0,3.0,20.0,,2025-12-04
22500337,2025-12-04 15:00:00,Minnesota,Timberwolves,1610612750,New Orleans,Pelicans,1610612740,0,1.0,125,116,30.0,10.0,5.0,92.0,42.0,0.457,38.0,15.0,0.395,29.0,26.0,0.897,37.0,12.0,49.0,22.0,19.0,9.0,240.0,35.0,27.0,26.0,37.0,42.0,13.0,15.0,18.0,23.0,16.0,52.0,11.0,13.0,1.0,14.0,8.0,,2025-12-04
22500336,2025-12-04 14:30:00,Los Angeles,Lakers,1610612747,Toronto,Raptors,1610612761,0,1.0,123,120,26.0,7.0,7.0,88.0,44.0,0.5,31.0,13.0,0.419,26.0,22.0,0.846,24.0,14.0,38.0,17.0,11.0,3.0,240.0,31.0,36.0,33.0,23.0,37.0,13.0,10.0,10.0,11.0,14.0,58.0,16.0,7.0,1.0,16.0,5.0,,2025-12-04
22500335,2025-12-04 14:30:00,Brooklyn,Nets,1610612751,Utah,Jazz,1610612762,1,0.0,110,123,22.0,7.0,6.0,82.0,35.0,0.427,42.0,11.0,0.262,38.0,29.0,0.763,30.0,14.0,44.0,19.0,17.0,-13.0,240.0,29.0,29.0,32.0,20.0,63.0,15.0,7.0,6.0,9.0,23.0,46.0,20.0,5.0,0.0,5.0,17.0,,2025-12-04
22500336,2025-12-04 14:30:00,Toronto,Raptors,1610612761,Los Angeles,Lakers,1610612747,1,0.0,120,123,39.0,8.0,9.0,89.0,44.0,0.494,37.0,15.0,0.405,21.0,17.0,0.81,27.0,14.0,41.0,20.0,15.0,-3.0,240.0,26.0,32.0,40.0,22.0,34.0,3.0,7.0,10.0,21.0,14.0,46.0,20.0,7.0,1.0,15.0,8.0,,2025-12-04
22500335,2025-12-04 14:30:00,Utah,Jazz,1610612762,Brooklyn,Nets,1610612751,0,1.0,123,110,31.0,1.0,7.0,83.0,42.0,0.506,25.0,14.0,0.56,27.0,25.0,0.926,30.0,9.0,39.0,23.0,12.0,13.0,240.0,20.0,29.0,32.0,42.0,34.0,16.0,9.0,6.0,16.0,28.0,56.0,9.0,5.0,1.0,8.0,13.0,,2025-12-04
22500334,2025-12-04 14:00:00,Boston,Celtics,1610612738,Washington,Wizards,1610612764,0,1.0,146,101,35.0,8.0,14.0,99.0,54.0,0.545,47.0,20.0,0.426,21.0,18.0,0.857,31.0,15.0,46.0,20.0,9.0,45.0,240.0,32.0,34.0,43.0,37.0,51.0,45.0,12.0,0.0,29.0,29.0,58.0,25.0,2.0,1.0,13.0,9.0,,2025-12-04
22500333,2025-12-04 14:00:00,Golden State,Warriors,1610612744,Philadelphia,76ers,1610612755,0,0.0,98,99,27.0,4.0,12.0,89.0,37.0,0.416,42.0,12.0,0.286,16.0,12.0,0.75,32.0,11.0,43.0,20.0,13.0,-1.0,240.0,10.0,24.0,32.0,32.0,67.0,4.0,15.0,4.0,8.0,24.0,44.0,16.0,1.0,0.0,11.0,12.0,,2025-12-04
22500333,2025-12-04 14:00:00,Philadelphia,76ers,1610612755,Golden State,Warriors,1610612744,1,1.0,99,98,23.0,7.0,8.0,85.0,39.0,0.459,38.0,10.0,0.263,14.0,11.0,0.786,36.0,11.0,47.0,14.0,19.0,1.0,240.0,30.0,26.0,24.0,19.0,24.0,24.0,22.0,4.0,17.0,25.0,44.0,15.0,1.0,0.0,12.0,9.0,,2025-12-04
22500334,2025-12-04 14:00:00,Washington,Wizards,1610612764,Boston,Celtics,1610612738,1,0.0,101,146,21.0,4.0,5.0,84.0,35.0,0.417,31.0,10.0,0.323,25.0,21.0,0.84,25.0,12.0,37.0,22.0,18.0,-45.0,240.0,26.0,33.0,27.0,15.0,41.0,0.0,12.0,0.0,8.0,15.0,40.0,21.0,2.0,0.0,3.0,18.0,,2025-12-04
22500332,2025-12-03 15:30:00,Dallas,Mavericks,1610612742,Miami,Heat,1610612748,1,1.0,118,108,31.0,7.0,6.0,91.0,46.0,0.505,32.0,16.0,0.5,12.0,10.0,0.833,40.0,10.0,50.0,15.0,13.0,10.0,240.0,28.0,36.0,29.0,25.0,36.0,17.0,8.0,3.0,19.0,15.0,44.0,10.0,2.0,1.0,8.0,15.0,,2025-12-03
22500332,2025-12-03 15:30:00,Miami,Heat,1610612748,Dallas,Mavericks,1610612742,0,0.0,108,118,29.0,5.0,11.0,101.0,40.0,0.396,37.0,11.0,0.297,18.0,17.0,0.944,27.0,14.0,41.0,13.0,10.0,-10.0,240.0,33.0,21.0,26.0,28.0,48.0,8.0,8.0,3.0,14.0,13.0,56.0,24.0,2.0,0.0,14.0,8.0,,2025-12-03
22500329,2025-12-03 15:00:00,Chicago,Bulls,1610612741,Brooklyn,Nets,1610612751,1,0.0,103,113,20.0,1.0,14.0,90.0,38.0,0.422,30.0,7.0,0.233,25.0,20.0,0.8,31.0,11.0,42.0,15.0,16.0,-10.0,240.0,24.0,20.0,31.0,28.0,24.0,5.0,7.0,4.0,25.0,21.0,60.0,23.0,4.0,0.0,9.0,12.0,,2025-12-03
22500330,2025-12-03 15:00:00,Houston,Rockets,1610612745,Sacramento,Kings,1610612758,1,1.0,121,95,24.0,8.0,10.0,91.0,48.0,0.527,16.0,5.0,0.313,24.0,20.0,0.833,45.0,17.0,62.0,10.0,16.0,26.0,240.0,28.0,23.0,36.0,34.0,32.0,26.0,10.0,12.0,30.0,8.0,78.0,20.0,9.0,1.0,14.0,5.0,,2025-12-03
22500331,2025-12-03 15:00:00,Milwaukee,Bucks,1610612749,Detroit,Pistons,1610612765,1,1.0,113,109,28.0,6.0,6.0,82.0,40.0,0.488,44.0,13.0,0.295,21.0,20.0,0.952,32.0,8.0,40.0,20.0,15.0,4.0,240.0,21.0,28.0,29.0,35.0,35.0,5.0,11.0,5.0,16.0,22.0,46.0,14.0,3.0,1.0,10.0,13.0,,2025-12-03
22500329,2025-12-03 15:00:00,Brooklyn,Nets,1610612751,Chicago,Bulls,1610612741,0,1.0,113,103,30.0,8.0,12.0,78.0,38.0,0.487,46.0,19.0,0.413,22.0,18.0,0.818,35.0,7.0,42.0,19.0,20.0,10.0,240.0,29.0,25.0,29.0,30.0,32.0,19.0,8.0,4.0,16.0,20.0,36.0,13.0,4.0,1.0,5.0,16.0,,2025-12-03
22500330,2025-12-03 15:00:00,Sacramento,Kings,1610612758,Houston,Rockets,1610612745,0,0.0,95,121,21.0,7.0,10.0,97.0,40.0,0.412,34.0,10.0,0.294,10.0,5.0,0.5,20.0,12.0,32.0,17.0,12.0,-26.0,240.0,26.0,26.0,19.0,24.0,62.0,6.0,9.0,12.0,7.0,16.0,46.0,16.0,9.0,1.0,5.0,17.0,,2025-12-03
22500331,2025-12-03 15:00:00,Detroit,Pistons,1610612765,Milwaukee,Bucks,1610612749,0,0.0,109,113,25.0,5.0,8.0,95.0,38.0,0.4,43.0,14.0,0.326,24.0,19.0,0.792,31.0,13.0,44.0,18.0,14.0,-4.0,240.0,30.0,22.0,33.0,24.0,47.0,18.0,9.0,5.0,8.0,12.0,40.0,25.0,3.0,0.0,17.0,5.0,,2025-12-03
22500327,2025-12-03 14:30:00,Atlanta,Hawks,1610612737,LA,Clippers,1610612746,1,0.0,92,115,20.0,1.0,9.0,85.0,34.0,0.4,39.0,13.0,0.333,14.0,11.0,0.786,31.0,7.0,38.0,17.0,16.0,-23.0,240.0,21.0,20.0,32.0,19.0,38.0,2.0,8.0,3.0,15.0,15.0,40.0,12.0,2.0,1.0,13.0,10.0,,2025-12-03
22500327,2025-12-03 14:30:00,LA,Clippers,1610612746,Atlanta,Hawks,1610612737,0,1.0,115,92,29.0,1.0,12.0,89.0,44.0,0.494,32.0,10.0,0.313,20.0,17.0,0.85,41.0,13.0,54.0,18.0,12.0,23.0,240.0,27.0,28.0,39.0,21.0,30.0,25.0,13.0,3.0,14.0,15.0,52.0,25.0,2.0,0.0,6.0,16.0,,2025-12-03
22500328,2025-12-03 14:30:00,New York,Knicks,1610612752,Charlotte,Hornets,1610612766,1,1.0,119,104,28.0,6.0,9.0,88.0,42.0,0.477,38.0,12.0,0.316,27.0,23.0,0.852,31.0,13.0,44.0,19.0,9.0,15.0,240.0,27.0,26.0,37.0,29.0,12.0,22.0,11.0,0.0,22.0,22.0,54.0,27.0,0.0,0.0,14.0,7.0,,2025-12-03
22500328,2025-12-03 14:30:00,Charlotte,Hornets,1610612766,New York,Knicks,1610612752,0,0.0,104,119,19.0,7.0,4.0,90.0,36.0,0.4,42.0,13.0,0.31,21.0,19.0,0.905,32.0,12.0,44.0,18.0,13.0,-15.0,240.0,12.0,35.0,28.0,29.0,36.0,0.0,8.0,0.0,7.0,11.0,40.0,21.0,0.0,1.0,6.0,16.0,,2025-12-03
22500324,2025-12-03 14:00:00,Cleveland,Cavaliers,1610612739,Portland,Trail Blazers,1610612757,1,0.0,110,122,23.0,12.0,9.0,94.0,38.0,0.404,52.0,13.0,0.25,24.0,21.0,0.875,35.0,10.0,45.0,24.0,7.0,-12.0,240.0,33.0,25.0,27.0,25.0,24.0,8.0,10.0,3.0,15.0,12.0,46.0,7.0,1.0,1.0,13.0,10.0,,2025-12-03
22500325,2025-12-03 14:00:00,Denver,Nuggets,1610612743,Indiana,Pacers,1610612754,0,1.0,135,120,23.0,5.0,6.0,83.0,49.0,0.59,28.0,17.0,0.607,26.0,20.0,0.769,33.0,5.0,38.0,21.0,10.0,15.0,240.0,33.0,39.0,30.0,33.0,38.0,29.0,16.0,3.0,21.0,17.0,52.0,8.0,2.0,0.0,15.0,6.0,,2025-12-03
22500326,2025-12-03 14:00:00,Orlando,Magic,1610612753,San Antonio,Spurs,1610612759,1,0.0,112,114,27.0,3.0,11.0,99.0,45.0,0.455,27.0,9.0,0.333,19.0,13.0,0.684,38.0,10.0,48.0,19.0,10.0,-2.0,240.0,29.0,20.0,30.0,33.0,32.0,1.0,7.0,2.0,21.0,23.0,64.0,11.0,7.0,0.0,13.0,9.0,,2025-12-03
22500325,2025-12-03 14:00:00,Indiana,Pacers,1610612754,Denver,Nuggets,1610612743,1,0.0,120,135,24.0,5.0,6.0,81.0,42.0,0.519,28.0,13.0,0.464,29.0,23.0,0.793,30.0,8.0,38.0,24.0,12.0,-15.0,240.0,28.0,20.0,31.0,41.0,49.0,5.0,11.0,3.0,19.0,18.0,36.0,14.0,2.0,0.0,4.0,18.0,,2025-12-03
22500324,2025-12-03 14:00:00,Portland,Trail Blazers,1610612757,Cleveland,Cavaliers,1610612739,0,1.0,122,110,27.0,4.0,4.0,85.0,37.0,0.435,34.0,14.0,0.412,39.0,34.0,0.872,42.0,12.0,54.0,21.0,11.0,12.0,240.0,36.0,32.0,31.0,23.0,46.0,18.0,10.0,3.0,17.0,8.0,42.0,10.0,1.0,1.0,9.0,13.0,,2025-12-03
22500326,2025-12-03 14:00:00,San Antonio,Spurs,1610612759,Orlando,Magic,1610612753,0,1.0,114,112,20.0,5.0,5.0,91.0,42.0,0.462,38.0,13.0,0.342,24.0,17.0,0.708,39.0,13.0,52.0,20.0,19.0,2.0,240.0,31.0,27.0,28.0,28.0,38.0,15.0,9.0,2.0,9.0,13.0,42.0,7.0,7.0,0.0,15.0,6.0,,2025-12-03
22500323,2025-12-02 18:00:00,Golden State,Warriors,1610612744,Oklahoma City,Thunder,1610612760,1,0.0,112,124,30.0,2.0,5.0,95.0,43.0,0.453,42.0,18.0,0.429,10.0,8.0,0.8,31.0,12.0,43.0,22.0,15.0,-12.0,240.0,26.0,18.0,44.0,24.0,68.0,4.0,8.0,10.0,9.0,20.0,42.0,10.0,2.0,0.0,11.0,11.0,,2025-12-02
22500323,2025-12-02 18:00:00,Oklahoma City,Thunder,1610612760,Golden State,Warriors,1610612744,0,1.0,124,112,24.0,5.0,8.0,79.0,46.0,0.582,32.0,15.0,0.469,23.0,17.0,0.739,37.0,4.0,41.0,13.0,15.0,12.0,240.0,32.0,31.0,28.0,33.0,29.0,22.0,10.0,10.0,14.0,23.0,58.0,4.0,2.0,1.0,21.0,1.0,,2025-12-02
22500320,2025-12-02 15:00:00,Boston,Celtics,1610612738,New York,Knicks,1610612752,1,1.0,123,117,18.0,3.0,6.0,87.0,49.0,0.563,40.0,13.0,0.325,14.0,12.0,0.857,27.0,11.0,38.0,20.0,10.0,6.0,240.0,21.0,37.0,36.0,29.0,33.0,18.0,12.0,1.0,15.0,25.0,56.0,16.0,1.0,0.0,12.0,9.0,,2025-12-02
22500321,2025-12-02 15:00:00,New Orleans,Pelicans,1610612740,Minnesota,Timberwolves,1610612750,1,0.0,142,149,26.0,1.0,5.0,91.0,50.0,0.549,21.0,12.0,0.571,35.0,30.0,0.857,36.0,6.0,42.0,23.0,12.0,-7.0,265.0,25.0,43.0,35.0,26.0,39.0,15.0,15.0,14.0,18.0,10.0,70.0,8.0,14.0,1.0,3.0,19.0,,2025-12-02
22500321,2025-12-02 15:00:00,Minnesota,Timberwolves,1610612750,New Orleans,Pelicans,1610612740,0,1.0,149,142,29.0,4.0,7.0,104.0,52.0,0.5,51.0,20.0,0.392,29.0,25.0,0.862,31.0,10.0,41.0,25.0,9.0,7.0,265.0,31.0,27.0,42.0,29.0,31.0,10.0,9.0,14.0,13.0,19.0,64.0,21.0,14.0,1.0,13.0,8.0,,2025-12-02
22500320,2025-12-02 15:00:00,New York,Knicks,1610612752,Boston,Celtics,1610612738,0,0.0,117,123,29.0,2.0,5.0,85.0,43.0,0.506,44.0,19.0,0.432,17.0,12.0,0.706,23.0,10.0,33.0,15.0,10.0,-6.0,240.0,32.0,20.0,24.0,41.0,10.0,14.0,12.0,1.0,16.0,19.0,42.0,13.0,1.0,0.0,13.0,7.0,,2025-12-02
22500322,2025-12-02 15:00:00,San Antonio,Spurs,1610612759,Memphis,Grizzlies,1610612763,1,1.0,126,119,28.0,7.0,7.0,92.0,42.0,0.457,39.0,18.0,0.462,31.0,24.0,0.774,29.0,11.0,40.0,22.0,6.0,7.0,240.0,36.0,27.0,34.0,29.0,43.0,7.0,9.0,23.0,17.0,9.0,42.0,17.0,12.0,0.0,14.0,6.0,,2025-12-02
22500322,2025-12-02 15:00:00,Memphis,Grizzlies,1610612763,San Antonio,Spurs,1610612759,0,0.0,119,126,28.0,6.0,4.0,90.0,45.0,0.5,26.0,9.0,0.346,24.0,20.0,0.833,41.0,9.0,50.0,28.0,15.0,-7.0,240.0,32.0,27.0,39.0,21.0,52.0,7.0,10.0,23.0,18.0,6.0,58.0,11.0,12.0,0.0,9.0,13.0,,2025-12-02
22500319,2025-12-02 14:30:00,Portland,Trail Blazers,1610612757,Toronto,Raptors,1610612761,0,0.0,118,121,23.0,7.0,7.0,83.0,41.0,0.494,40.0,15.0,0.375,32.0,21.0,0.656,30.0,9.0,39.0,21.0,15.0,-3.0,240.0,39.0,20.0,23.0,36.0,39.0,9.0,10.0,4.0,10.0,21.0,50.0,11.0,6.0,0.0,8.0,13.0,,2025-12-02
22500319,2025-12-02 14:30:00,Toronto,Raptors,1610612761,Portland,Trail Blazers,1610612757,1,1.0,121,118,33.0,3.0,10.0,90.0,48.0,0.533,30.0,11.0,0.367,21.0,14.0,0.667,33.0,10.0,43.0,28.0,18.0,3.0,240.0,37.0,28.0,32.0,24.0,35.0,16.0,8.0,4.0,25.0,24.0,64.0,13.0,6.0,0.0,15.0,7.0,,2025-12-02
22500318,2025-12-02 14:00:00,Philadelphia,76ers,1610612755,Washington,Wizards,1610612764,1,1.0,121,102,26.0,6.0,12.0,102.0,46.0,0.451,40.0,17.0,0.425,17.0,12.0,0.706,38.0,13.0,51.0,21.0,10.0,19.0,240.0,34.0,32.0,35.0,20.0,42.0,36.0,12.0,2.0,24.0,28.0,54.0,24.0,3.0,1.0,11.0,9.0,,2025-12-02
22500318,2025-12-02 14:00:00,Washington,Wizards,1610612764,Philadelphia,76ers,1610612755,0,0.0,102,121,23.0,11.0,5.0,88.0,35.0,0.398,36.0,9.0,0.25,32.0,23.0,0.719,37.0,16.0,53.0,15.0,15.0,-19.0,240.0,31.0,23.0,23.0,25.0,53.0,6.0,9.0,2.0,14.0,9.0,44.0,11.0,3.0,0.0,3.0,17.0,,2025-12-02
22500317,2025-12-01 17:00:00,Los Angeles,Lakers,1610612747,Phoenix,Suns,1610612756,1,0.0,108,125,18.0,0.0,1.0,80.0,41.0,0.513,33.0,13.0,0.394,15.0,13.0,0.867,34.0,5.0,39.0,13.0,21.0,-17.0,240.0,31.0,21.0,25.0,31.0,32.0,6.0,7.0,15.0,2.0,13.0,46.0,10.0,5.0,0.0,15.0,5.0,,2025-12-01
22500317,2025-12-01 17:00:00,Phoenix,Suns,1610612756,Los Angeles,Lakers,1610612747,0,1.0,125,108,35.0,1.0,16.0,92.0,52.0,0.565,39.0,17.0,0.436,8.0,4.0,0.5,29.0,4.0,33.0,16.0,11.0,17.0,240.0,31.0,35.0,30.0,29.0,34.0,25.0,8.0,15.0,28.0,32.0,56.0,4.0,5.0,1.0,13.0,9.0,,2025-12-01
22500315,2025-12-01 16:00:00,Dallas,Mavericks,1610612742,Denver,Nuggets,1610612743,0,1.0,131,121,35.0,4.0,4.0,95.0,53.0,0.558,31.0,16.0,0.516,14.0,9.0,0.643,36.0,7.0,43.0,19.0,8.0,10.0,240.0,27.0,42.0,33.0,29.0,29.0,12.0,14.0,11.0,18.0,13.0,54.0,6.0,9.0,0.0,7.0,15.0,,2025-12-01
22500315,2025-12-01 16:00:00,Denver,Nuggets,1610612743,Dallas,Mavericks,1610612742,1,0.0,121,131,37.0,5.0,5.0,99.0,47.0,0.475,37.0,12.0,0.324,18.0,15.0,0.833,35.0,12.0,47.0,11.0,7.0,-10.0,240.0,41.0,27.0,36.0,17.0,29.0,17.0,12.0,11.0,11.0,13.0,60.0,12.0,9.0,0.0,14.0,6.0,,2025-12-01
22500316,2025-12-01 16:00:00,Houston,Rockets,1610612745,Utah,Jazz,1610612762,0,0.0,125,133,27.0,8.0,6.0,93.0,41.0,0.441,34.0,10.0,0.294,41.0,33.0,0.805,30.0,16.0,46.0,26.0,13.0,-8.0,240.0,32.0,25.0,32.0,36.0,18.0,4.0,12.0,8.0,11.0,17.0,54.0,20.0,10.0,0.0,13.0,5.0,,2025-12-01
22500316,2025-12-01 16:00:00,Utah,Jazz,1610612762,Houston,Rockets,1610612745,1,1.0,133,125,33.0,4.0,8.0,90.0,45.0,0.5,35.0,14.0,0.4,38.0,29.0,0.763,36.0,14.0,50.0,31.0,13.0,8.0,240.0,31.0,37.0,30.0,35.0,35.0,21.0,7.0,8.0,13.0,12.0,48.0,24.0,10.0,0.0,7.0,13.0,,2025-12-01
