gameId,gameDateTimeEst,teamCity,teamName,teamId,opponentTeamCity,opponentTeamName,opponentTeamId,home,win,teamScore,opponentScore,assists,blocks,steals,fieldGoalsAttempted,fieldGoalsMade,fieldGoalsPercentage,threePointersAttempted,threePointersMade,threePointersPercentage,freeThrowsAttempted,freeThrowsMade,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,foulsPersonal,turnovers,plusMinusPoints,numMinutes,q1Points,q2Points,q3Points,q4Points,benchPoints,biggestLead,biggestScoringRun,leadChanges,pointsFastBreak,pointsFromTurnovers,pointsInThePaint,pointsSecondChance,timesTied,timeoutsRemaining,seasonWins,seasonLosses,coachId,gameDate
22500489,2026-01-03 15:00:00,Charlotte,Hornets,1610612766,Chicago,Bulls,1610612741,0,1.0,112,99,23.0,3.0,7.0,91.0,39.0,0.429,41.0,15.0,0.366,23.0,19.0,0.826,39.0,13.0,52.0,12.0,11.0,13.0,240.0,27.0,23.0,32.0,30.0,19.0,18.0,14.0,12.0,18.0,16.0,46.0,16.0,3.0,1.0,12.0,23.0,,2026-01-03
22500488,2026-01-03 14:30:00,Atlanta,Hawks,1610612737,Toronto,Raptors,1610612761,0,0.0,117,134,32.0,3.0,10.0,91.0,42.0,0.462,39.0,17.0,0.436,19.0,16.0,0.842,29.0,7.0,36.0,19.0,15.0,-17.0,240.0,29.0,41.0,36.0,11.0,24.0,6.0,7.0,3.0,21.0,20.0,46.0,15.0,3.0,1.0,17.0,20.0,,2026-01-03
22500487,2026-01-03 14:30:00,New York,Knicks,1610612752,Philadelphia,76ers,1610612755,1,0.0,119,130,23.0,2.0,9.0,89.0,38.0,0.427,40.0,16.0,0.4,32.0,27.0,0.844,30.0,14.0,44.0,18.0,16.0,-11.0,240.0,30.0,28.0,29.0,32.0,32.0,5.0,7.0,9.0,16.0,20.0,32.0,22.0,6.0,1.0,23.0,12.0,,2026-01-03
22500487,2026-01-03 14:30:00,Philadelphia,76ers,1610612755,New York,Knicks,1610612752,0,1.0,130,119,25.0,10.0,7.0,90.0,49.0,0.544,36.0,17.0,0.472,23.0,15.0,0.652,38.0,9.0,47.0,23.0,13.0,11.0,240.0,31.0,35.0,33.0,31.0,22.0,19.0,9.0,9.0,20.0,25.0,54.0,11.0,6.0,0.0,19.0,14.0,,2026-01-03
22500488,2026-01-03 14:30:00,Toronto,Raptors,1610612761,Atlanta,Hawks,1610612737,1,1.0,134,117,28.0,8.0,10.0,92.0,49.0,0.533,31.0,12.0,0.387,26.0,24.0,0.923,38.0,10.0,48.0,20.0,14.0,17.0,240.0,35.0,42.0,30.0,27.0,35.0,17.0,16.0,3.0,19.0,23.0,60.0,12.0,3.0,1.0,21.0,15.0,,2026-01-03
22500486,2026-01-03 12:00:00,Miami,Heat,1610612748,Minnesota,Timberwolves,1610612750,1,0.0,115,125,27.0,2.0,7.0,87.0,41.0,0.471,37.0,14.0,0.378,22.0,19.0,0.864,26.0,11.0,37.0,22.0,18.0,-10.0,240.0,25.0,25.0,36.0,29.0,45.0,3.0,8.0,6.0,10.0,20.0,50.0,21.0,4.0,0.0,19.0,16.0,,2026-01-03
22500486,2026-01-03 12:00:00,Minnesota,Timberwolves,1610612750,Miami,Heat,1610612748,0,1.0,125,115,26.0,5.0,9.0,85.0,46.0,0.541,38.0,11.0,0.289,25.0,22.0,0.88,30.0,10.0,40.0,20.0,14.0,10.0,240.0,27.0,29.0,34.0,35.0,40.0,21.0,12.0,6.0,9.0,16.0,58.0,13.0,4.0,0.0,22.0,13.0,,2026-01-03
22500485,2026-01-02 17:30:00,Los Angeles,Lakers,1610612747,Memphis,Grizzlies,1610612763,1,1.0,128,121,26.0,4.0,9.0,77.0,45.0,0.584,32.0,11.0,0.344,31.0,27.0,0.871,36.0,6.0,42.0,21.0,20.0,7.0,240.0,39.0,27.0,30.0,32.0,25.0,15.0,9.0,10.0,8.0,18.0,68.0,13.0,6.0,1.0,21.0,11.0,,2026-01-02
22500485,2026-01-02 17:30:00,Memphis,Grizzlies,1610612763,Los Angeles,Lakers,1610612747,0,0.0,121,128,32.0,2.0,10.0,96.0,46.0,0.479,42.0,14.0,0.333,23.0,15.0,0.652,26.0,8.0,34.0,20.0,15.0,-7.0,240.0,31.0,29.0,36.0,25.0,66.0,3.0,18.0,10.0,18.0,27.0,60.0,10.0,6.0,0.0,15.0,19.0,,2026-01-02
22500484,2026-01-02 17:00:00,Golden State,Warriors,1610612744,Oklahoma City,Thunder,1610612760,1,0.0,94,131,23.0,5.0,8.0,90.0,32.0,0.356,44.0,13.0,0.295,23.0,17.0,0.739,29.0,14.0,43.0,18.0,16.0,-37.0,240.0,23.0,22.0,21.0,28.0,36.0,1.0,9.0,2.0,17.0,15.0,28.0,12.0,1.0,0.0,18.0,17.0,,2026-01-02
22500484,2026-01-02 17:00:00,Oklahoma City,Thunder,1610612760,Golden State,Warriors,1610612744,0,1.0,131,94,34.0,5.0,10.0,92.0,48.0,0.522,38.0,16.0,0.421,19.0,19.0,1.0,42.0,9.0,51.0,21.0,13.0,37.0,240.0,34.0,30.0,31.0,36.0,61.0,41.0,19.0,2.0,31.0,26.0,56.0,27.0,1.0,1.0,30.0,5.0,,2026-01-02
22500483,2026-01-02 16:00:00,Phoenix,Suns,1610612756,Sacramento,Kings,1610612758,1,1.0,129,102,23.0,9.0,16.0,87.0,49.0,0.563,31.0,8.0,0.258,28.0,23.0,0.821,35.0,7.0,42.0,23.0,12.0,27.0,240.0,32.0,30.0,35.0,32.0,41.0,28.0,10.0,8.0,18.0,23.0,66.0,10.0,4.0,1.0,20.0,14.0,,2026-01-02
22500483,2026-01-02 16:00:00,Sacramento,Kings,1610612758,Phoenix,Suns,1610612756,0,0.0,102,129,20.0,3.0,6.0,85.0,35.0,0.412,28.0,10.0,0.357,32.0,22.0,0.688,28.0,14.0,42.0,23.0,21.0,-27.0,240.0,29.0,27.0,27.0,19.0,40.0,6.0,8.0,8.0,9.0,13.0,44.0,15.0,4.0,0.0,8.0,27.0,,2026-01-02
22500482,2026-01-02 15:00:00,New Orleans,Pelicans,1610612740,Portland,Trail Blazers,1610612757,1,0.0,109,122,22.0,11.0,8.0,98.0,44.0,0.449,30.0,8.0,0.267,18.0,13.0,0.722,23.0,19.0,42.0,22.0,15.0,-13.0,240.0,37.0,18.0,20.0,34.0,22.0,10.0,8.0,9.0,23.0,15.0,68.0,17.0,6.0,1.0,8.0,28.0,,2026-01-02
22500480,2026-01-02 15:00:00,Chicago,Bulls,1610612741,Orlando,Magic,1610612753,1,1.0,121,114,31.0,5.0,6.0,90.0,45.0,0.5,41.0,14.0,0.341,19.0,17.0,0.895,38.0,9.0,47.0,15.0,12.0,7.0,240.0,22.0,37.0,32.0,30.0,57.0,7.0,10.0,19.0,16.0,15.0,54.0,14.0,8.0,0.0,17.0,17.0,,2026-01-02
22500481,2026-01-02 15:00:00,Milwaukee,Bucks,1610612749,Charlotte,Hornets,1610612766,1,1.0,122,121,31.0,4.0,7.0,87.0,45.0,0.517,37.0,16.0,0.432,18.0,16.0,0.889,28.0,8.0,36.0,23.0,11.0,1.0,240.0,24.0,27.0,36.0,35.0,40.0,3.0,8.0,11.0,16.0,13.0,48.0,13.0,14.0,0.0,15.0,20.0,,2026-01-02
22500480,2026-01-02 15:00:00,Orlando,Magic,1610612753,Chicago,Bulls,1610612741,0,0.0,114,121,28.0,5.0,10.0,86.0,43.0,0.5,32.0,14.0,0.438,21.0,14.0,0.667,31.0,5.0,36.0,23.0,11.0,-7.0,240.0,32.0,27.0,36.0,19.0,27.0,13.0,14.0,19.0,19.0,19.0,44.0,8.0,8.0,0.0,19.0,16.0,,2026-01-02
22500482,2026-01-02 15:00:00,Portland,Trail Blazers,1610612757,New Orleans,Pelicans,1610612740,0,1.0,122,109,27.0,7.0,6.0,92.0,41.0,0.446,47.0,16.0,0.34,30.0,24.0,0.8,27.0,19.0,46.0,17.0,9.0,13.0,240.0,29.0,34.0,22.0,37.0,34.0,22.0,11.0,9.0,6.0,23.0,46.0,24.0,6.0,1.0,15.0,20.0,,2026-01-02
22500481,2026-01-02 15:00:00,Charlotte,Hornets,1610612766,Milwaukee,Bucks,1610612749,0,0.0,121,122,27.0,3.0,5.0,82.0,40.0,0.488,40.0,18.0,0.45,28.0,23.0,0.821,31.0,8.0,39.0,18.0,14.0,-1.0,240.0,38.0,22.0,31.0,30.0,35.0,16.0,9.0,11.0,14.0,13.0,38.0,14.0,14.0,0.0,11.0,23.0,,2026-01-02
22500479,2026-01-02 14:30:00,Atlanta,Hawks,1610612737,New York,Knicks,1610612752,0,1.0,111,99,31.0,2.0,12.0,88.0,42.0,0.477,36.0,12.0,0.333,25.0,15.0,0.6,40.0,9.0,49.0,21.0,13.0,12.0,240.0,33.0,27.0,34.0,17.0,24.0,26.0,10.0,7.0,27.0,12.0,58.0,13.0,3.0,1.0,17.0,19.0,,2026-01-02
22500478,2026-01-02 14:30:00,Cleveland,Cavaliers,1610612739,Denver,Nuggets,1610612743,1,1.0,113,108,32.0,8.0,7.0,86.0,43.0,0.5,39.0,16.0,0.41,19.0,11.0,0.579,41.0,14.0,55.0,18.0,16.0,5.0,240.0,28.0,34.0,26.0,25.0,38.0,9.0,10.0,7.0,13.0,12.0,50.0,23.0,5.0,0.0,20.0,16.0,,2026-01-02
22500478,2026-01-02 14:30:00,Denver,Nuggets,1610612743,Cleveland,Cavaliers,1610612739,0,0.0,108,113,26.0,3.0,8.0,94.0,40.0,0.426,47.0,17.0,0.362,13.0,11.0,0.846,27.0,5.0,32.0,15.0,9.0,-5.0,240.0,24.0,35.0,38.0,11.0,28.0,11.0,10.0,7.0,13.0,18.0,34.0,14.0,5.0,0.0,23.0,11.0,,2026-01-02
22500479,2026-01-02 14:30:00,New York,Knicks,1610612752,Atlanta,Hawks,1610612737,1,0.0,99,111,27.0,6.0,8.0,97.0,36.0,0.371,42.0,9.0,0.214,21.0,18.0,0.857,38.0,14.0,52.0,17.0,14.0,-12.0,240.0,30.0,17.0,23.0,29.0,19.0,9.0,13.0,7.0,28.0,17.0,46.0,12.0,3.0,0.0,23.0,11.0,,2026-01-02
22500477,2026-01-02 14:00:00,Brooklyn,Nets,1610612751,Washington,Wizards,1610612764,0,0.0,99,119,20.0,8.0,15.0,86.0,34.0,0.395,29.0,6.0,0.207,28.0,25.0,0.893,24.0,9.0,33.0,16.0,16.0,-20.0,240.0,24.0,26.0,23.0,26.0,42.0,2.0,8.0,3.0,22.0,20.0,52.0,10.0,1.0,1.0,10.0,22.0,,2026-01-02
22500476,2026-01-02 14:00:00,Indiana,Pacers,1610612754,San Antonio,Spurs,1610612759,1,0.0,113,123,26.0,4.0,9.0,86.0,44.0,0.512,30.0,12.0,0.4,15.0,13.0,0.867,38.0,1.0,39.0,28.0,14.0,-10.0,240.0,31.0,27.0,27.0,28.0,44.0,9.0,6.0,7.0,9.0,16.0,50.0,3.0,5.0,0.0,6.0,29.0,,2026-01-02
22500476,2026-01-02 14:00:00,San Antonio,Spurs,1610612759,Indiana,Pacers,1610612754,0,1.0,123,113,23.0,2.0,8.0,98.0,44.0,0.449,46.0,13.0,0.283,28.0,22.0,0.786,37.0,12.0,49.0,17.0,12.0,10.0,240.0,30.0,41.0,22.0,30.0,57.0,19.0,10.0,7.0,7.0,16.0,60.0,22.0,5.0,0.0,25.0,9.0,,2026-01-02
22500477,2026-01-02 14:00:00,Washington,Wizards,1610612764,Brooklyn,Nets,1610612751,1,1.0,119,99,24.0,9.0,10.0,92.0,47.0,0.511,29.0,11.0,0.379,16.0,14.0,0.875,38.0,13.0,51.0,20.0,18.0,20.0,240.0,37.0,27.0,32.0,23.0,51.0,28.0,9.0,3.0,10.0,28.0,60.0,16.0,1.0,1.0,9.0,24.0,,2026-01-02
22500475,2026-01-01 17:30:00,LA,Clippers,1610612746,Utah,Jazz,1610612762,1,1.0,118,101,20.0,7.0,8.0,89.0,40.0,0.449,51.0,16.0,0.314,26.0,22.0,0.846,31.0,16.0,47.0,22.0,12.0,17.0,240.0,31.0,22.0,29.0,36.0,40.0,21.0,16.0,8.0,11.0,35.0,38.0,19.0,7.0,0.0,12.0,21.0,,2026-01-01
22500475,2026-01-01 17:30:00,Utah,Jazz,1610612762,LA,Clippers,1610612746,0,0.0,101,118,20.0,5.0,7.0,78.0,36.0,0.462,27.0,6.0,0.222,30.0,23.0,0.767,28.0,7.0,35.0,21.0,18.0,-17.0,240.0,17.0,33.0,31.0,20.0,51.0,4.0,9.0,8.0,12.0,12.0,58.0,13.0,7.0,0.0,12.0,21.0,,2026-01-01
22500474,2026-01-01 17:00:00,Boston,Celtics,1610612738,Sacramento,Kings,1610612758,0,1.0,120,106,25.0,6.0,8.0,87.0,44.0,0.506,41.0,17.0,0.415,18.0,15.0,0.833,35.0,5.0,40.0,12.0,12.0,14.0,240.0,28.0,34.0,26.0,32.0,46.0,14.0,13.0,11.0,9.0,9.0,50.0,8.0,12.0,0.0,21.0,12.0,,2026-01-01
22500474,2026-01-01 17:00:00,Sacramento,Kings,1610612758,Boston,Celtics,1610612738,1,0.0,106,120,29.0,2.0,7.0,85.0,40.0,0.471,36.0,12.0,0.333,15.0,14.0,0.933,24.0,8.0,32.0,17.0,9.0,-14.0,240.0,29.0,32.0,27.0,18.0,38.0,8.0,11.0,11.0,11.0,11.0,40.0,13.0,12.0,0.0,8.0,26.0,,2026-01-01
22500473,2026-01-01 15:30:00,Dallas,Mavericks,1610612742,Philadelphia,76ers,1610612755,1,0.0,108,123,23.0,1.0,8.0,94.0,42.0,0.447,28.0,6.0,0.214,20.0,18.0,0.9,32.0,7.0,39.0,12.0,13.0,-15.0,240.0,33.0,24.0,26.0,25.0,45.0,8.0,7.0,3.0,16.0,11.0,64.0,14.0,4.0,1.0,12.0,23.0,,2026-01-01
22500473,2026-01-01 15:30:00,Philadelphia,76ers,1610612755,Dallas,Mavericks,1610612742,0,1.0,123,108,22.0,7.0,10.0,90.0,48.0,0.533,36.0,13.0,0.361,16.0,14.0,0.875,37.0,6.0,43.0,19.0,11.0,15.0,240.0,27.0,41.0,24.0,31.0,25.0,15.0,10.0,3.0,16.0,19.0,58.0,10.0,4.0,1.0,18.0,14.0,,2026-01-01
22500472,2026-01-01 14:00:00,Miami,Heat,1610612748,Detroit,Pistons,1610612765,0,1.0,118,112,25.0,6.0,14.0,99.0,43.0,0.434,39.0,14.0,0.359,20.0,18.0,0.9,34.0,15.0,49.0,19.0,18.0,6.0,240.0,33.0,30.0,31.0,24.0,38.0,22.0,15.0,6.0,26.0,24.0,52.0,13.0,5.0,0.0,19.0,15.0,,2026-01-01
22500472,2026-01-01 14:00:00,Detroit,Pistons,1610612765,Miami,Heat,1610612748,1,0.0,112,118,25.0,9.0,11.0,80.0,38.0,0.475,26.0,9.0,0.346,31.0,27.0,0.871,34.0,6.0,40.0,20.0,20.0,-6.0,240.0,26.0,28.0,27.0,31.0,42.0,5.0,9.0,6.0,18.0,18.0,54.0,13.0,5.0,0.0,25.0,9.0,,2026-01-01
22500471,2026-01-01 13:00:00,Houston,Rockets,1610612745,Brooklyn,Nets,1610612751,0,1.0,120,96,28.0,7.0,8.0,82.0,47.0,0.573,29.0,12.0,0.414,18.0,14.0,0.778,32.0,13.0,45.0,22.0,14.0,24.0,240.0,26.0,27.0,37.0,30.0,26.0,26.0,8.0,0.0,20.0,23.0,54.0,18.0,0.0,1.0,21.0,10.0,,2026-01-01
22500471,2026-01-01 13:00:00,Brooklyn,Nets,1610612751,Houston,Rockets,1610612745,1,0.0,96,120,18.0,2.0,12.0,76.0,34.0,0.447,30.0,10.0,0.333,30.0,18.0,0.6,17.0,10.0,27.0,17.0,13.0,-24.0,240.0,20.0,22.0,25.0,29.0,43.0,0.0,6.0,0.0,14.0,14.0,46.0,14.0,0.0,1.0,10.0,21.0,,2026-01-01
22500469,2025-12-31 15:00:00,Milwaukee,Bucks,1610612749,Washington,Wizards,1610612764,1,0.0,113,114,24.0,6.0,2.0,89.0,41.0,0.461,39.0,16.0,0.41,22.0,15.0,0.682,37.0,11.0,48.0,14.0,15.0,-1.0,240.0,32.0,30.0,26.0,25.0,23.0,9.0,8.0,15.0,5.0,4.0,42.0,17.0,7.0,0.0,14.0,20.0,,2025-12-31
22500470,2025-12-31 15:00:00,Portland,Trail Blazers,1610612757,Oklahoma City,Thunder,1610612760,0,0.0,95,124,20.0,3.0,10.0,87.0,34.0,0.391,35.0,14.0,0.4,17.0,13.0,0.765,38.0,12.0,50.0,21.0,24.0,-29.0,240.0,30.0,25.0,21.0,19.0,33.0,3.0,9.0,1.0,12.0,17.0,34.0,17.0,2.0,1.0,14.0,20.0,,2025-12-31
22500470,2025-12-31 15:00:00,Oklahoma City,Thunder,1610612760,Portland,Trail Blazers,1610612757,1,1.0,124,95,29.0,10.0,15.0,90.0,44.0,0.489,49.0,16.0,0.327,26.0,20.0,0.769,36.0,5.0,41.0,18.0,14.0,29.0,240.0,38.0,35.0,26.0,25.0,52.0,31.0,9.0,1.0,25.0,28.0,52.0,18.0,2.0,1.0,29.0,5.0,,2025-12-31
22500469,2025-12-31 15:00:00,Washington,Wizards,1610612764,Milwaukee,Bucks,1610612749,0,1.0,114,113,31.0,8.0,8.0,94.0,41.0,0.436,39.0,19.0,0.487,20.0,13.0,0.65,31.0,13.0,44.0,18.0,10.0,1.0,240.0,30.0,35.0,21.0,28.0,52.0,10.0,10.0,15.0,17.0,23.0,38.0,16.0,7.0,0.0,8.0,24.0,,2025-12-31
22500468,2025-12-31 14:30:00,Denver,Nuggets,1610612743,Toronto,Raptors,1610612761,0,1.0,106,103,17.0,5.0,5.0,80.0,34.0,0.425,34.0,10.0,0.294,34.0,28.0,0.824,38.0,9.0,47.0,18.0,10.0,3.0,240.0,32.0,31.0,22.0,21.0,28.0,13.0,9.0,16.0,13.0,7.0,42.0,12.0,7.0,0.0,23.0,10.0,,2025-12-31
22500468,2025-12-31 14:30:00,Toronto,Raptors,1610612761,Denver,Nuggets,1610612743,1,0.0,103,106,27.0,4.0,6.0,100.0,37.0,0.37,45.0,12.0,0.267,21.0,17.0,0.81,33.0,17.0,50.0,25.0,8.0,-3.0,240.0,23.0,31.0,25.0,24.0,12.0,4.0,10.0,16.0,20.0,11.0,46.0,16.0,7.0,0.0,20.0,15.0,,2025-12-31
22500466,2025-12-31 14:00:00,New Orleans,Pelicans,1610612740,Chicago,Bulls,1610612741,0,0.0,118,134,25.0,9.0,4.0,98.0,42.0,0.429,38.0,12.0,0.316,27.0,22.0,0.815,34.0,12.0,46.0,24.0,10.0,-16.0,240.0,32.0,30.0,28.0,28.0,42.0,2.0,9.0,5.0,15.0,11.0,56.0,21.0,4.0,0.0,8.0,27.0,,2025-12-31
22500466,2025-12-31 14:00:00,Chicago,Bulls,1610612741,New Orleans,Pelicans,1610612740,1,1.0,134,118,33.0,7.0,5.0,92.0,47.0,0.511,43.0,15.0,0.349,34.0,25.0,0.735,41.0,8.0,49.0,18.0,7.0,16.0,240.0,36.0,31.0,30.0,37.0,40.0,17.0,9.0,5.0,25.0,20.0,60.0,13.0,4.0,1.0,16.0,17.0,,2025-12-31
22500467,2025-12-31 14:00:00,New York,Knicks,1610612752,San Antonio,Spurs,1610612759,0,0.0,132,134,32.0,2.0,7.0,96.0,46.0,0.479,52.0,22.0,0.423,20.0,18.0,0.9,30.0,10.0,40.0,30.0,10.0,-2.0,240.0,45.0,28.0,29.0,30.0,55.0,19.0,14.0,6.0,30.0,20.0,42.0,7.0,6.0,0.0,23.0,10.0,,2025-12-31
22500467,2025-12-31 14:00:00,San Antonio,Spurs,1610612759,New York,Knicks,1610612752,1,1.0,134,132,25.0,3.0,7.0,89.0,44.0,0.494,38.0,14.0,0.368,40.0,32.0,0.8,37.0,11.0,48.0,17.0,11.0,2.0,240.0,36.0,27.0,30.0,41.0,29.0,6.0,14.0,6.0,19.0,19.0,50.0,23.0,6.0,0.0,24.0,9.0,,2025-12-31
22500465,2025-12-31 10:30:00,Cleveland,Cavaliers,1610612739,Phoenix,Suns,1610612756,1,1.0,129,113,31.0,9.0,7.0,96.0,48.0,0.5,38.0,15.0,0.395,22.0,18.0,0.818,40.0,14.0,54.0,17.0,14.0,16.0,240.0,37.0,30.0,29.0,33.0,39.0,24.0,16.0,1.0,17.0,11.0,56.0,12.0,0.0,1.0,19.0,16.0,,2025-12-31
22500465,2025-12-31 10:30:00,Phoenix,Suns,1610612756,Cleveland,Cavaliers,1610612739,0,0.0,113,129,23.0,5.0,8.0,105.0,42.0,0.4,36.0,15.0,0.417,16.0,14.0,0.875,33.0,19.0,52.0,20.0,13.0,-16.0,240.0,21.0,33.0,35.0,24.0,33.0,4.0,8.0,1.0,19.0,16.0,36.0,15.0,0.0,0.0,19.0,14.0,,2025-12-31
22500463,2025-12-31 10:00:00,Atlanta,Hawks,1610612737,Minnesota,Timberwolves,1610612750,1,1.0,126,102,38.0,4.0,9.0,104.0,51.0,0.49,42.0,16.0,0.381,16.0,8.0,0.5,33.0,16.0,49.0,15.0,8.0,24.0,240.0,33.0,37.0,28.0,28.0,44.0,34.0,13.0,0.0,10.0,19.0,64.0,17.0,0.0,1.0,16.0,19.0,,2025-12-31
22500463,2025-12-31 10:00:00,Minnesota,Timberwolves,1610612750,Atlanta,Hawks,1610612737,0,0.0,102,126,22.0,6.0,5.0,87.0,37.0,0.425,40.0,14.0,0.35,18.0,14.0,0.778,35.0,11.0,46.0,16.0,14.0,-24.0,240.0,26.0,23.0,24.0,29.0,33.0,0.0,8.0,0.0,14.0,11.0,36.0,16.0,0.0,1.0,21.0,13.0,,2025-12-31
22500464,2025-12-31 10:00:00,Orlando,Magic,1610612753,Indiana,Pacers,1610612754,0,1.0,112,110,28.0,4.0,9.0,90.0,43.0,0.478,21.0,3.0,0.143,28.0,23.0,0.821,41.0,8.0,49.0,23.0,19.0,2.0,240.0,31.0,37.0,26.0,18.0,33.0,9.0,13.0,10.0,11.0,20.0,70.0,9.0,12.0,0.0,19.0,15.0,,2025-12-31
22500464,2025-12-31 10:00:00,Indiana,Pacers,1610612754,Orlando,Magic,1610612753,1,0.0,110,112,22.0,3.0,10.0,83.0,36.0,0.434,35.0,12.0,0.343,32.0,26.0,0.813,34.0,5.0,39.0,24.0,16.0,-2.0,240.0,28.0,38.0,29.0,15.0,42.0,10.0,7.0,10.0,15.0,15.0,38.0,1.0,12.0,0.0,6.0,28.0,,2025-12-31
22500462,2025-12-31 08:00:00,Golden State,Warriors,1610612744,Charlotte,Hornets,1610612766,0,1.0,132,125,35.0,3.0,7.0,83.0,46.0,0.554,49.0,24.0,0.49,17.0,16.0,0.941,27.0,10.0,37.0,20.0,19.0,7.0,240.0,30.0,39.0,29.0,34.0,61.0,15.0,12.0,27.0,7.0,17.0,32.0,21.0,14.0,0.0,18.0,16.0,,2025-12-31
22500462,2025-12-31 08:00:00,Charlotte,Hornets,1610612766,Golden State,Warriors,1610612744,1,0.0,125,132,35.0,1.0,11.0,93.0,48.0,0.516,40.0,16.0,0.4,17.0,13.0,0.765,26.0,11.0,37.0,23.0,15.0,-7.0,240.0,30.0,34.0,36.0,25.0,29.0,7.0,8.0,27.0,19.0,28.0,56.0,10.0,14.0,0.0,11.0,22.0,,2025-12-31
22500461,2025-12-30 18:00:00,LA,Clippers,1610612746,Sacramento,Kings,1610612758,1,1.0,131,90,29.0,9.0,13.0,90.0,46.0,0.511,38.0,14.0,0.368,32.0,25.0,0.781,31.0,11.0,42.0,14.0,3.0,41.0,240.0,34.0,39.0,27.0,31.0,43.0,43.0,12.0,0.0,13.0,28.0,58.0,13.0,2.0,1.0,11.0,21.0,,2025-12-30
22500461,2025-12-30 18:00:00,Sacramento,Kings,1610612758,LA,Clippers,1610612746,0,0.0,90,131,18.0,8.0,1.0,83.0,34.0,0.41,27.0,9.0,0.333,14.0,13.0,0.929,28.0,11.0,39.0,20.0,18.0,-41.0,240.0,20.0,20.0,31.0,19.0,47.0,0.0,8.0,0.0,10.0,4.0,46.0,10.0,2.0,0.0,8.0,25.0,,2025-12-30
22500460,2025-12-30 17:30:00,Los Angeles,Lakers,1610612747,Detroit,Pistons,1610612765,1,0.0,106,128,28.0,3.0,10.0,82.0,37.0,0.451,39.0,11.0,0.282,31.0,21.0,0.677,22.0,11.0,33.0,24.0,20.0,-22.0,240.0,30.0,35.0,23.0,18.0,34.0,1.0,8.0,4.0,12.0,21.0,44.0,15.0,6.0,1.0,20.0,11.0,,2025-12-30
22500460,2025-12-30 17:30:00,Detroit,Pistons,1610612765,Los Angeles,Lakers,1610612747,0,1.0,128,106,30.0,4.0,12.0,76.0,48.0,0.632,24.0,11.0,0.458,29.0,21.0,0.724,31.0,6.0,37.0,26.0,18.0,22.0,240.0,36.0,34.0,26.0,32.0,67.0,26.0,11.0,4.0,31.0,30.0,74.0,6.0,6.0,1.0,25.0,8.0,,2025-12-30
22500459,2025-12-30 16:00:00,Boston,Celtics,1610612738,Utah,Jazz,1610612762,0,1.0,129,119,27.0,9.0,8.0,94.0,48.0,0.511,44.0,13.0,0.295,23.0,20.0,0.87,33.0,11.0,44.0,17.0,7.0,10.0,240.0,31.0,28.0,40.0,30.0,43.0,11.0,11.0,13.0,7.0,23.0,56.0,16.0,9.0,0.0,20.0,12.0,,2025-12-30
22500459,2025-12-30 16:00:00,Utah,Jazz,1610612762,Boston,Celtics,1610612738,1,0.0,119,129,31.0,3.0,4.0,87.0,41.0,0.471,42.0,16.0,0.381,25.0,21.0,0.84,31.0,9.0,40.0,17.0,13.0,-10.0,240.0,38.0,26.0,32.0,23.0,26.0,12.0,8.0,13.0,12.0,5.0,46.0,12.0,9.0,1.0,12.0,20.0,,2025-12-30
22500458,2025-12-30 15:00:00,Philadelphia,76ers,1610612755,Memphis,Grizzlies,1610612763,0,1.0,139,136,33.0,5.0,14.0,111.0,51.0,0.459,42.0,15.0,0.357,27.0,22.0,0.815,27.0,14.0,41.0,23.0,8.0,3.0,265.0,34.0,38.0,31.0,25.0,17.0,7.0,7.0,15.0,11.0,21.0,60.0,18.0,14.0,0.0,17.0,14.0,,2025-12-30
22500458,2025-12-30 15:00:00,Memphis,Grizzlies,1610612763,Philadelphia,76ers,1610612755,1,0.0,136,139,28.0,10.0,2.0,92.0,51.0,0.554,29.0,11.0,0.379,26.0,23.0,0.885,42.0,9.0,51.0,18.0,20.0,-3.0,265.0,40.0,32.0,28.0,28.0,39.0,10.0,11.0,15.0,19.0,14.0,70.0,18.0,14.0,0.0,15.0,18.0,,2025-12-30
22500457,2025-12-29 17:30:00,Dallas,Mavericks,1610612742,Portland,Trail Blazers,1610612757,0,0.0,122,125,33.0,7.0,6.0,91.0,46.0,0.505,32.0,11.0,0.344,24.0,19.0,0.792,33.0,8.0,41.0,19.0,12.0,-3.0,240.0,29.0,34.0,30.0,29.0,57.0,4.0,10.0,13.0,19.0,16.0,62.0,11.0,7.0,0.0,12.0,22.0,,2025-12-29
22500457,2025-12-29 17:30:00,Portland,Trail Blazers,1610612757,Dallas,Mavericks,1610612742,1,1.0,125,122,27.0,3.0,3.0,97.0,46.0,0.474,41.0,16.0,0.39,22.0,17.0,0.773,31.0,17.0,48.0,24.0,15.0,3.0,240.0,42.0,33.0,22.0,28.0,41.0,17.0,11.0,13.0,7.0,12.0,48.0,26.0,7.0,0.0,14.0,19.0,,2025-12-29
22500455,2025-12-29 15:00:00,Atlanta,Hawks,1610612737,Oklahoma City,Thunder,1610612760,0,0.0,129,140,32.0,4.0,11.0,97.0,46.0,0.474,54.0,25.0,0.463,17.0,12.0,0.706,28.0,10.0,38.0,20.0,16.0,-11.0,240.0,38.0,36.0,29.0,26.0,30.0,10.0,7.0,9.0,10.0,14.0,36.0,15.0,9.0,0.0,15.0,19.0,,2025-12-29
